Strain,X,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species,CHR_haplotype,SYM_haplotype,Genome_haplotype,CHR.clade
09LoS41_3,86,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS40_10,D7,12LoS18_1,A9,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D7_A9_L4_Z3,K1_R1_I1_G1_D7_A9_L4_Z3,B. canariense
09LoS41_4,87,19AcHe316.1.1,K1,09LoS41_4,R15,11LoS24_1,I1,11LoS6_3,G1,12LoS13_1,D36,19AcGLB10.1.1,A1,09LoS41_4,L21,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R15_I1_G1,D36_A1_L21_Z1,K1_R15_I1_G1_D36_A1_L21_Z1,B. canariense
09LoS42_1,377,09LoS42_1,K13,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS42_1,D93,19AcGLB10.1.1,A1,09LoS42_1,L77,09LoS42_1,Z63,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K13_R1_I1_G1,D93_A1_L77_Z63,K13_R1_I1_G1_D93_A1_L77_Z63,B. canariense
09LoS42_2,169,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS23_10,I3,11LoS6_3,G1,12LoS5_2,D4,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R2_I3_G1,D4_A9_L7_Z1,K1_R2_I3_G1_D4_A9_L7_Z1,B. canariense
09LoS42_3,88,19AcHe316.1.1,K1,05LoS7_9,R3,11LoS23_10,I3,11LoS6_3,G1,12LoS5_2,D4,12LoS18_1,A9,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R3_I3_G1,D4_A9_L4_Z1,K1_R3_I3_G1_D4_A9_L4_Z1,B. canariense
09LoS42_4,89,19AcHe316.1.1,K1,05LoS7_9,R3,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,09LoS42_4,A41,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R3_I1_G1,D4_A41_L4_Z1,K1_R3_I1_G1_D4_A41_L4_Z1,B. canariense
09LoS42_5,90,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,09LoS42_4,A41,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D4_A41_L13_Z1,K1_R1_I1_G1_D4_A41_L13_Z1,B. canariense
09LoS42_6,91,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS42_6,D37,09LoS42_6,A42,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D37_A42_L7_Z1,K1_R1_I1_G1_D37_A42_L7_Z1,B. canariense
09LoS42_7,92,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,09LoS42_4,A41,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D4_A41_L4_Z1,K1_R1_I1_G1_D4_A41_L4_Z1,B. canariense
09LoS43_2,272,09LoS43_2,K2,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,09LoS43_2,A80,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K2_R1_I3_G1,D12_A80_L1_Z1,K2_R1_I3_G1_D12_A80_L1_Z1,B. canariense
09LoS43_3,93,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,12LoS18_1,A9,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D12_A9_L13_Z1,K1_R1_I1_G1_D12_A9_L13_Z1,B. canariense
09LoS43_4,94,19AcHe316.1.1,K1,09LoS43_4,R16,11LoS23_10,I3,11LoS6_3,G1,19AcS312.3.1,D38,19AcS312.3.1,A43,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R16_I3_G1,D38_A43_L13_Z1,K1_R16_I3_G1_D38_A43_L13_Z1,B. canariense
09LoS43_5,95,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.805167,-117.257533,A. strigosus,Bradyrhizobium,NA,K1_R17_I1_G1,D9_A1_L1_Z1,K1_R17_I1_G1_D9_A1_L1_Z1,B. canariense
11LoS10_1,300,11LoS22_5,K4,11LoS34_2,R10,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.163817,-117.769083,A. strigosus,Bradyrhizobium,NA,K4_R10_I30_G17,D29_A9_L1_Z1,K4_R10_I30_G17_D29_A9_L1_Z1,B. sp. novel II
11LoS10_2,380,11LoS10_2,K15,05LoS16_2,R23,11LoS23_10,I3,11LoS6_3,G1,12LoS5_2,D4,11LoS10_2,A118,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.163817,-117.769083,A. strigosus,Bradyrhizobium,NA,K15_R23_I3_G1,D4_A118_L1_Z1,K15_R23_I3_G1_D4_A118_L1_Z1,B. canariense
11LoS11_1,381,11LoS11_1,K16,09LoS35_3,R17,11LoS11_1,I52,11LoS11_1,G28,11LoS11_1,D96,12LoS16_1,A94,11LoS11_1,L79,11LoS11_1,Z66,Hollowell,SDM,34.163817,-117.769083,A. strigosus,Bradyrhizobium,NA,K16_R17_I52_G28,D96_A94_L79_Z66,K16_R17_I52_G28_D96_A94_L79_Z66,B. japonicum
11LoS11_2,382,11LoS11_2,K17,09LoS35_3,R17,11LoS25_1,I31,11LoS11_2,G18,11LoS11_2,D97,11LoS11_2,A95,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,SDM,34.163817,-117.769083,A. strigosus,Bradyrhizobium,NA,K17_R17_I31_G18,D97_A95_L63_Z45,K17_R17_I31_G18_D97_A95_L63_Z45,B. japonicum
11LoS13_1,144,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,19AcGLB10.1.1,A1,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D4_A1_L13_Z1,K1_R1_I1_G1_D4_A1_L13_Z1,B. canariense
11LoS13_3,101,19AcHe316.1.1,K1,12LoS20_2,R19,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R19_I1_G1,D20_A46_L1_Z1,K1_R19_I1_G1_D20_A46_L1_Z1,B. canariense
11LoS13_4,102,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D12_A1_L1_Z1,K1_R1_I3_G1_D12_A1_L1_Z1,B. canariense
11LoS14_2,252,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D23_A21_L1_Z3,K1_R1_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS14_3,311,11LoS23_4,K6,11LoS14_3,R54,11LoS27_2,I32,11LoS11_2,G18,11LoS29_1,D78,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS14_3,Z47,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K6_R54_I32_G18,D78_A94_L63_Z47,K6_R54_I32_G18_D78_A94_L63_Z47,B. japonicum
11LoS14_4,103,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R2_I1_G1,D23_A21_L1_Z3,K1_R2_I1_G1_D23_A21_L1_Z3,B. canariense
11LoS14_5,104,19AcHe316.1.1,K1,05LoS20_2,R5,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,19AcGLB10.1.1,A1,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,CLA,34.11055,-117.708983,A. strigosus,Bradyrhizobium,NA,K1_R5_I1_G1,D4_A1_L13_Z1,K1_R5_I1_G1_D4_A1_L13_Z1,B. canariense
11LoS15_1,36,19AcHe316.1.1,K1,05LoS7_9,R3,11LoS24_1,I1,11LoS6_3,G1,11LoS15_2,D25,11LoS15_1,A24,05LoS20_8,L8,11LoS15_2,Z4,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R3_I1_G1,D25_A24_L8_Z4,K1_R3_I1_G1_D25_A24_L8_Z4,B. canariense
11LoS15_2,105,19AcHe316.1.1,K1,11LoS15_2,R20,11LoS24_1,I1,11LoS6_3,G1,11LoS15_2,D25,11LoS15_1,A24,05LoS20_8,L8,11LoS15_2,Z4,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R20_I1_G1,D25_A24_L8_Z4,K1_R20_I1_G1_D25_A24_L8_Z4,B. canariense
11LoS17_1,306,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS15_2,D25,11LoS15_1,A24,05LoS20_8,L8,11LoS17_1,Z43,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K6_R1_I1_G1,D25_A24_L8_Z43,K6_R1_I1_G1_D25_A24_L8_Z43,B. canariense
11LoS17_10,456,11LoS17_10,K33,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,19AcS5.2.1,D3,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K33_R1_I3_G1,D3_A1_L1_Z1,K33_R1_I3_G1_D3_A1_L1_Z1,B. canariense
11LoS17_11,186,19AcHe316.1.1,K1,11LoS17_11,R27,11LoS24_1,I1,11LoS6_3,G1,11LoS17_2,D41,19AcS398Asp.1.1,A2,11LoS17_2,L24,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R27_I1_G1,D41_A2_L24_Z3,K1_R27_I1_G1_D41_A2_L24_Z3,B. canariense
11LoS17_12,21,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS17_8,G2,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G2,D12_A1_L1_Z1,K1_R1_I3_G2_D12_A1_L1_Z1,B. canariense
11LoS17_2,106,19AcHe316.1.1,K1,05LoS22_12,R21,11LoS24_1,I1,11LoS6_3,G1,11LoS17_2,D41,19AcS398Asp.1.1,A2,11LoS17_2,L24,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R21_I1_G1,D41_A2_L24_Z3,K1_R21_I1_G1_D41_A2_L24_Z3,B. canariense
11LoS17_3,107,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,11LoS17_3,A16,11LoS17_3,L25,11LoS17_3,Z17,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D12_A16_L25_Z17,K1_R1_I1_G1_D12_A16_L25_Z17,B. canariense
11LoS17_4,108,19AcHe316.1.1,K1,11LoS17_4,R22,12LoS5_1,I4,11LoS6_3,G1,11LoS17_4,D42,12LoS18_1,A9,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R22_I4_G1,D42_A9_L13_Z1,K1_R22_I4_G1_D42_A9_L13_Z1,B. canariense
11LoS17_5,181,19AcHe316.1.1,K1,05LoS25_7,R26,11LoS24_1,I1,11LoS6_3,G1,11LoS17_2,D41,11LoS17_5,A20,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R26_I1_G1,D41_A20_L13_Z1,K1_R26_I1_G1_D41_A20_L13_Z1,B. canariense
11LoS17_6,182,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,11LoS17_4,D42,19AcS398Asp.1.1,A2,11LoS17_2,L24,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R2_I1_G1,D42_A2_L24_Z3,K1_R2_I1_G1_D42_A2_L24_Z3,B. canariense
11LoS17_7,183,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS17_7,D54,12LoS18_1,A9,11LoS17_7,L38,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D54_A9_L38_Z3,K1_R1_I1_G1_D54_A9_L38_Z3,B. canariense
11LoS17_8,184,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS17_8,G2,11LoS17_2,D41,19AcS398Asp.1.1,A2,11LoS17_2,L24,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G2,D41_A2_L24_Z3,K1_R1_I1_G2_D41_A2_L24_Z3,B. canariense
11LoS17_9,185,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,11LoS17_9,A61,05LoS16_8,L1,11LoS17_9,Z24,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A61_L1_Z24,K1_R1_I1_G1_D3_A61_L1_Z24,B. canariense
11LoS18_1,187,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS18_1,D55,11LoS18_1,A62,11LoS18_1,L39,11LoS18_1,Z11,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D55_A62_L39_Z11,K1_R1_I1_G1_D55_A62_L39_Z11,B. canariense
11LoS18_2,188,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,11LoS20_3,D18,11LoS18_2,A63,11LoS18_2,L40,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R2_I1_G1,D18_A63_L40_Z3,K1_R2_I1_G1_D18_A63_L40_Z3,B. canariense
11LoS18_3,189,19AcHe316.1.1,K1,11LoS18_3,R28,11LoS34_4,I5,11LoS6_3,G1,12LoS15_2,D12,12LoS18_1,A9,05LoS20_8,L8,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R28_I5_G1,D12_A9_L8_Z1,K1_R28_I5_G1_D12_A9_L8_Z1,B. canariense
11LoS18_4,190,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D12_A1_L1_Z1,K1_R1_I3_G1_D12_A1_L1_Z1,B. canariense
11LoS18_5,401,05LoS11_1,K19,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,11LoS18_5,D101,12LoS18_1,A9,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K19_R2_I1_G1,D101_A9_L13_Z1,K19_R2_I1_G1_D101_A9_L13_Z1,B. canariense
11LoS18_6,191,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,11LoS17_7,D54,12LoS18_1,A9,11LoS17_7,L38,11LoS6_3,Z3,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R29_I1_G1,D54_A9_L38_Z3,K1_R29_I1_G1_D54_A9_L38_Z3,B. canariense
11LoS18_7,192,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS23_10,I3,11LoS6_3,G1,11LoS18_7,D56,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.110517,-117.70845,A. strigosus,Bradyrhizobium,NA,K1_R29_I3_G1,D56_A1_L1_Z1,K1_R29_I3_G1_D56_A1_L1_Z1,B. canariense
11LoS19_1,193,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS19_1,I17,11LoS6_3,G1,19AcARN282.3.1,D9,11LoS19_1,A64,19AcS312.3.1,L13,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R1_I17_G1,D9_A64_L13_Z1,K1_R1_I17_G1_D9_A64_L13_Z1,B. canariense
11LoS19_10,195,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS19_10,I9,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,11LoS19_10,L41,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R1_I9_G1,D12_A1_L41_Z1,K1_R1_I9_G1_D12_A1_L41_Z1,B. canariense
11LoS19_12,290,11LoS22_4,K3,05LoM26.3,R47,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R47_I28_G14,D65_A86_L53_Z35,K3_R47_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS19_13,291,11LoS22_4,K3,11LoS19_13,R49,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R49_I28_G14,D65_A86_L53_Z35,K3_R49_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS19_3,194,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R29_I1_G1,D16_A9_L1_Z3,K1_R29_I1_G1_D16_A9_L1_Z3,B. canariense
11LoS19_4,285,11LoS22_4,K3,19AcS397Asp.3.1,R1,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_2,L57,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R1_I28_G14,D65_A86_L57_Z35,K3_R1_I28_G14_D65_A86_L57_Z35,B. yuanmingense
11LoS19_5,286,11LoS22_4,K3,05LoS2_3,R14,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R14_I28_G14,D65_A86_L53_Z35,K3_R14_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS19_6,287,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R29_I28_G14,D65_A86_L53_Z35,K3_R29_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS19_7,288,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R29_I28_G14,D65_A86_L53_Z35,K3_R29_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS19_8,289,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R29_I28_G14,D65_A86_L53_Z35,K3_R29_I28_G14_D65_A86_L53_Z35,B. yuanmingense
11LoS20_1,159,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,12LoS8_2,D51,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D51_A9_L7_Z1,K1_R1_I5_G1_D51_A9_L7_Z1,B. canariense
11LoS20_10,198,19AcHe316.1.1,K1,11LoS20_10,R32,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,11LoS20_10,A66,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R32_I1_G1,D9_A66_L1_Z1,K1_R32_I1_G1_D9_A66_L1_Z1,B. canariense
11LoS20_12,199,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D16_A9_L1_Z3,K1_R1_I1_G1_D16_A9_L1_Z3,B. canariense
11LoS20_3,196,19AcHe316.1.1,K1,11LoS20_3,R30,11LoS24_1,I1,11LoS6_3,G1,11LoS20_3,D18,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R30_I1_G1,D18_A1_L1_Z1,K1_R30_I1_G1_D18_A1_L1_Z1,B. canariense
11LoS20_5,197,19AcHe316.1.1,K1,11LoS20_5,R31,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,11LoS20_5,A65,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R31_I1_G1,D8_A65_L4_Z3,K1_R31_I1_G1_D8_A65_L4_Z3,B. canariense
11LoS20_6,457,11LoS20_6,K34,05LoS13_4,R2,11LoS20_6,I66,11LoS20_6,G40,11LoS20_6,D111,11LoS20_6,A127,12LoS3_5,L91,11LoS20_6,Z72,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K34_R2_I66_G40,D111_A127_L91_Z72,K34_R2_I66_G40_D111_A127_L91_Z72,B. japonicum
11LoS20_7,459,11LoS20_7,K35,19AcS397Asp.3.1,R1,11LoS20_7,I68,19AcS295.3.1,G16,11LoS20_7,D113,11LoS20_7,A129,11LoS20_7,L93,11LoS20_7,Z74,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K35_R1_I68_G16,D113_A129_L93_Z74,K35_R1_I68_G16_D113_A129_L93_Z74,B. yuanmingense
11LoS21_1,292,11LoS22_4,K3,11LoS21_1,R29,11LoS21_1,I29,13LoS100_1,G13,11LoS21_1,D68,11LoS21_1,A87,12LoS1_4,L56,12LoS1_1,Z36,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K3_R29_I29_G13,D68_A87_L56_Z36,K3_R29_I29_G13_D68_A87_L56_Z36,B. yuanmingense
11LoS21_2,460,11LoS20_7,K35,05LoS22_13,R9,11LoS20_7,I68,19AcS295.3.1,G16,12LoS1_1,D66,12LoS1_1,A84,12LoS1_1,L54,11LoS19_4,Z35,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K35_R9_I68_G16,D66_A84_L54_Z35,K35_R9_I68_G16_D66_A84_L54_Z35,B. yuanmingense
11LoS21_3,168,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.134217,-117.780017,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A1_L1_Z1,K1_R1_I1_G1_D3_A1_L1_Z1,B. canariense
11LoS22_1,293,11LoS22_4,K3,05LoS22_2,R35,12LoS1_1,I28,11LoS19_4,G14,11LoS22_1,D69,11LoS22_1,A88,11LoS22_1,L58,11LoS22_1,Z38,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K3_R35_I28_G14,D69_A88_L58_Z38,K3_R35_I28_G14_D69_A88_L58_Z38,B. yuanmingense
11LoS22_2,363,11LoS31_6,K10,11LoS22_2,R38,12LoS1_3,I45,11LoS22_2,G24,19AcGLB197.1.1,D70,11LoS22_2,A112,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K10_R38_I45_G24,D70_A112_L65_Z39,K10_R38_I45_G24_D70_A112_L65_Z39,B. sp. novel I
11LoS22_3,461,11LoS22_3,K36,19AcS397Asp.3.1,R1,11LoS22_3,I69,13LoS100_1,G13,11LoS22_3,D95,19AcS295.1.1,A117,11LoS22_3,L94,11LoS22_1,Z38,Hollowell,SDM,34.1344,-117.778867,A. strigosus,Bradyrhizobium,NA,K36_R1_I69_G13,D95_A117_L94_Z38,K36_R1_I69_G13_D95_A117_L94_Z38,B. yuanmingense
